,LICENSENO,LICENSEDTTM,ISSDTTM,EXPDTTM,LICSTATUS,LICCATDESC,PRIMAPPLICANT,CONTACT,DBANAME,BUSINESSNAME,Manager,TOTALCAPACITY,FEEAMOUNT,CAPACITY,ENDTIME,NUMBEROFUNITS,Neighborhood,CAL_POLICEDISTRICTCODE,CAL_UNITTYPECODE,UnitTypeDescript,TotalEntCapacity,STNO,STNOHI,Address,CITY,STATE,ZIP,Location,Lat,Long
69,CAL-132197,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Paolina Di Pietrantonio,,L'Osteria,"L'Osteria, Inc.",Paolina Di Pietrantonio,78,0.0,0,11:00 PM,1,Downtown/Charlestown/North End,A-1,TV,"Television (under 27"")",78,104,, Salem St,Boston,MA,2113,"['42.364291000', '-71.055638000']",42.364291000,-71.055638000
70,CAL-132197,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Paolina Di Pietrantonio,,L'Osteria,"L'Osteria, Inc.",Paolina Di Pietrantonio,78,180.0,0,11:00 PM,1,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,78,104,, Salem St,Boston,MA,2113,"['42.364291000', '-71.055638000']",42.364291000,-71.055638000
71,CAL-132198,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Russ Cyr,,Au Bon Pain,ABP Corporation,Russ Cyr,44,0.0,0,9:00 PM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,44,161,209,  Cambridge ST,Boston,MA,2114,"['42.361808000', '-71.066609000']",42.361808000,-71.066609000
72,CAL-132198,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Russ Cyr,,Au Bon Pain,ABP Corporation,Russ Cyr,44,0.0,44,9:00 PM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,44,161,209,  Cambridge ST,Boston,MA,2114,"['42.361808000', '-71.066609000']",42.361808000,-71.066609000
73,CAL-132199,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Meredith Clancy,,Wagamama,"Wagamama Boston One, LLC",Meredith Clancy,162,0.0,162,11:00PM,1,Back Bay/South End,D-4,AudioDev,Audio Device,162,800,,  Boylston ST,Boston,MA,2199,"['42.347296000', '-71.081457000']",42.347296000,-71.081457000
74,CAL-132200,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,JAMES ROGERS,,House of Siam on Tremont,House of Siam Inc.,JAMES ROGERS,30,0.0,30,11:00 PM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,30,592,,  Tremont ST,Roxbury,MA,2118,"['42.342940000', '-71.073020000']",42.342940000,-71.073020000
75,CAL-132201,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,FLORINDO COLELLA,COLELLA,Cantina Italiana,"FFC, Inc.",FLORINDO COLELLA,180,0.0,0,11:00 PM,3,Downtown/Charlestown/North End,A-1,InstVocal,Instrumental/Vocal,180,344,348,  Hanover ST,Boston,MA,2113,"['42.365030000', '-71.053480000']",42.365030000,-71.053480000
76,CAL-132201,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,FLORINDO COLELLA,COLELLA,Cantina Italiana,"FFC, Inc.",FLORINDO COLELLA,180,400.0,180,11:00 PM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,180,344,348,  Hanover ST,Boston,MA,2113,"['42.365030000', '-71.053480000']",42.365030000,-71.053480000
77,CAL-132201,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,FLORINDO COLELLA,COLELLA,Cantina Italiana,"FFC, Inc.",FLORINDO COLELLA,180,0.0,0,11:00 PM,1,Downtown/Charlestown/North End,A-1,Jukebox,Jukebox,180,344,348,  Hanover ST,Boston,MA,2113,"['42.365030000', '-71.053480000']",42.365030000,-71.053480000
78,CAL-132201,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,FLORINDO COLELLA,COLELLA,Cantina Italiana,"FFC, Inc.",FLORINDO COLELLA,180,0.0,0,11:00 PM,1,Downtown/Charlestown/North End,A-1,TV,"Television (under 27"")",180,344,348,  Hanover ST,Boston,MA,2113,"['42.365030000', '-71.053480000']",42.365030000,-71.053480000
79,CAL-132201,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,FLORINDO COLELLA,COLELLA,Cantina Italiana,"FFC, Inc.",FLORINDO COLELLA,180,180.0,0,11:00 PM,1,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,180,344,348,  Hanover ST,Boston,MA,2113,"['42.365030000', '-71.053480000']",42.365030000,-71.053480000
80,CAL-132202,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Henry Vara III,,Boston Ram Rod,"Saturday Afternoon, Inc.",Henry Vara III,842,0.0,842,2:00 AM,5,Back Bay/South End,D-4,InstVocal,Instrumental/Vocal,842,1252,1268,  Boylston ST,Boston,MA,2215,"['42.344737000', '-71.095964000']",42.344737000,-71.095964000
81,CAL-132202,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Henry Vara III,,Boston Ram Rod,"Saturday Afternoon, Inc.",Henry Vara III,842,0.0,0,2:00 AM,1,Back Bay/South End,D-4,DancingPat,Dancing by Patrons,842,1252,1268,  Boylston ST,Boston,MA,2215,"['42.344737000', '-71.095964000']",42.344737000,-71.095964000
82,CAL-132202,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Henry Vara III,,Boston Ram Rod,"Saturday Afternoon, Inc.",Henry Vara III,842,0.0,0,2:00 AM,1,Back Bay/South End,D-4,FloorShow,Floor Show,842,1252,1268,  Boylston ST,Boston,MA,2215,"['42.344737000', '-71.095964000']",42.344737000,-71.095964000
83,CAL-132202,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Henry Vara III,,Boston Ram Rod,"Saturday Afternoon, Inc.",Henry Vara III,842,0.0,0,2:00 AM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,842,1252,1268,  Boylston ST,Boston,MA,2215,"['42.344737000', '-71.095964000']",42.344737000,-71.095964000
84,CAL-132202,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Henry Vara III,,Boston Ram Rod,"Saturday Afternoon, Inc.",Henry Vara III,842,0.0,0,2:00 AM,1,Back Bay/South End,D-4,Radio,Radio,842,1252,1268,  Boylston ST,Boston,MA,2215,"['42.344737000', '-71.095964000']",42.344737000,-71.095964000
85,CAL-132202,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Henry Vara III,,Boston Ram Rod,"Saturday Afternoon, Inc.",Henry Vara III,842,0.0,0,2:00 AM,1,Back Bay/South End,D-4,Jukebox,Jukebox,842,1252,1268,  Boylston ST,Boston,MA,2215,"['42.344737000', '-71.095964000']",42.344737000,-71.095964000
86,CAL-132202,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Henry Vara III,,Boston Ram Rod,"Saturday Afternoon, Inc.",Henry Vara III,842,0.0,0,2:00 AM,10,Back Bay/South End,D-4,TV,"Television (under 27"")",842,1252,1268,  Boylston ST,Boston,MA,2215,"['42.344737000', '-71.095964000']",42.344737000,-71.095964000
87,CAL-132202,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Henry Vara III,,Boston Ram Rod,"Saturday Afternoon, Inc.",Henry Vara III,842,0.0,0,2:00 AM,6,Back Bay/South End,D-4,WidescrnTV,Widescreen Television,842,1252,1268,  Boylston ST,Boston,MA,2215,"['42.344737000', '-71.095964000']",42.344737000,-71.095964000
88,CAL-132202,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Henry Vara III,,Boston Ram Rod,"Saturday Afternoon, Inc.",Henry Vara III,842,0.0,0,2:00 AM,1,Back Bay/South End,D-4,DVDVCR,DVD/VCR,842,1252,1268,  Boylston ST,Boston,MA,2215,"['42.344737000', '-71.095964000']",42.344737000,-71.095964000
89,CAL-132202,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Henry Vara III,,Boston Ram Rod,"Saturday Afternoon, Inc.",Henry Vara III,842,0.0,0,2:00 AM,5,Back Bay/South End,D-4,AutoAmuse,Auto Amusement Device/Game,842,1252,1268,  Boylston ST,Boston,MA,2215,"['42.344737000', '-71.095964000']",42.344737000,-71.095964000
90,CAL-132202,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Henry Vara III,,Boston Ram Rod,"Saturday Afternoon, Inc.",Henry Vara III,842,0.0,0,2:00 AM,1,Back Bay/South End,D-4,DJ,Disc Jockey,842,1252,1268,  Boylston ST,Boston,MA,2215,"['42.344737000', '-71.095964000']",42.344737000,-71.095964000
91,CAL-132202,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Henry Vara III,,Boston Ram Rod,"Saturday Afternoon, Inc.",Henry Vara III,842,0.0,0,2:00 AM,1,Back Bay/South End,D-4,Karaoke,Karaoke,842,1252,1268,  Boylston ST,Boston,MA,2215,"['42.344737000', '-71.095964000']",42.344737000,-71.095964000
92,CAL-132203,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Todd Moore,Coffee Culture Inc,Cuppa Coffee,Coffee Culture Inc.,Todd Moore,7,0.0,7,10:30pm,1,Downtown/Charlestown/North End,A-1,Radio,Radio,7,79,,  Merrimac ST,Boston,MA,2114,"['42.363500000', '-71.061023000']",42.363500000,-71.061023000
93,CAL-132203,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Todd Moore,Coffee Culture Inc,Cuppa Coffee,Coffee Culture Inc.,Todd Moore,7,0.0,0,10:30pm,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,7,79,,  Merrimac ST,Boston,MA,2114,"['42.363500000', '-71.061023000']",42.363500000,-71.061023000
94,CAL-132205,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,david kososki,,Maggiano's Little Italy,Maggiano's Holding Corp.,david kososki,480,1000.0,480,12:30 AM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,480,4,,  Columbus AV,Boston,MA,2116,"['42.351222000', '-71.068209000']",42.351222000,-71.068209000
95,CAL-132205,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,david kososki,,Maggiano's Little Italy,Maggiano's Holding Corp.,david kososki,480,0.0,0,12:30 AM,3,Back Bay/South End,D-4,TV,"Television (under 27"")",480,4,,  Columbus AV,Boston,MA,2116,"['42.351222000', '-71.068209000']",42.351222000,-71.068209000
96,CAL-132205,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,david kososki,,Maggiano's Little Italy,Maggiano's Holding Corp.,david kososki,480,0.0,0,12:30 AM,2,Back Bay/South End,D-4,WidescrnTV,Widescreen Television,480,4,,  Columbus AV,Boston,MA,2116,"['42.351222000', '-71.068209000']",42.351222000,-71.068209000
97,CAL-132205,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,david kososki,,Maggiano's Little Italy,Maggiano's Holding Corp.,david kososki,480,0.0,0,12:30 AM,1,Back Bay/South End,D-4,Karaoke,Karaoke,480,4,,  Columbus AV,Boston,MA,2116,"['42.351222000', '-71.068209000']",42.351222000,-71.068209000
98,CAL-132205,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,david kososki,,Maggiano's Little Italy,Maggiano's Holding Corp.,david kososki,480,0.0,0,12:30 AM,5,Back Bay/South End,D-4,InstVocal,Instrumental/Vocal,480,4,,  Columbus AV,Boston,MA,2116,"['42.351222000', '-71.068209000']",42.351222000,-71.068209000
99,CAL-132205,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,david kososki,,Maggiano's Little Italy,Maggiano's Holding Corp.,david kososki,480,0.0,0,12:30 AM,1,Back Bay/South End,D-4,DJ,Disc Jockey,480,4,,  Columbus AV,Boston,MA,2116,"['42.351222000', '-71.068209000']",42.351222000,-71.068209000
100,CAL-132205,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,david kososki,,Maggiano's Little Italy,Maggiano's Holding Corp.,david kososki,480,0.0,0,12:30 AM,1,Back Bay/South End,D-4,DancingPat,Dancing by Patrons,480,4,,  Columbus AV,Boston,MA,2116,"['42.351222000', '-71.068209000']",42.351222000,-71.068209000
101,CAL-132207,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,PAUL LEWIS,,Unity Sports & Cultural Association,"Unity Sports & Cultural Club, Inc.",PAUL LEWIS,498,0.0,0,2:00 AM,1,Mattapan/Dorchester,B-3,DancingPat,Dancing by Patrons,498,10,,  Dunbar AV,Dorchester,MA,2124,"['42.286250000', '-71.071820000']",42.286250000,-71.071820000
102,CAL-132207,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,PAUL LEWIS,,Unity Sports & Cultural Association,"Unity Sports & Cultural Club, Inc.",PAUL LEWIS,498,0.0,0,2:00 AM,3,Mattapan/Dorchester,B-3,WidescrnTV,Widescreen Television,498,10,,  Dunbar AV,Dorchester,MA,2124,"['42.286250000', '-71.071820000']",42.286250000,-71.071820000
103,CAL-132207,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,PAUL LEWIS,,Unity Sports & Cultural Association,"Unity Sports & Cultural Club, Inc.",PAUL LEWIS,498,0.0,498,2:00 AM,25,Mattapan/Dorchester,B-3,InstVocal,Instrumental/Vocal,498,10,,  Dunbar AV,Dorchester,MA,2124,"['42.286250000', '-71.071820000']",42.286250000,-71.071820000
104,CAL-132207,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,PAUL LEWIS,,Unity Sports & Cultural Association,"Unity Sports & Cultural Club, Inc.",PAUL LEWIS,498,0.0,0,2:00 AM,1,Mattapan/Dorchester,B-3,DJ,Disc Jockey,498,10,,  Dunbar AV,Dorchester,MA,2124,"['42.286250000', '-71.071820000']",42.286250000,-71.071820000
105,CAL-132207,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,PAUL LEWIS,,Unity Sports & Cultural Association,"Unity Sports & Cultural Club, Inc.",PAUL LEWIS,498,0.0,0,2:00 AM,1,Mattapan/Dorchester,B-3,FloorShow,Floor Show,498,10,,  Dunbar AV,Dorchester,MA,2124,"['42.286250000', '-71.071820000']",42.286250000,-71.071820000
106,CAL-132207,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,PAUL LEWIS,,Unity Sports & Cultural Association,"Unity Sports & Cultural Club, Inc.",PAUL LEWIS,498,0.0,0,2:00 AM,1,Mattapan/Dorchester,B-3,DVDVCR,DVD/VCR,498,10,,  Dunbar AV,Dorchester,MA,2124,"['42.286250000', '-71.071820000']",42.286250000,-71.071820000
107,CAL-132207,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,PAUL LEWIS,,Unity Sports & Cultural Association,"Unity Sports & Cultural Club, Inc.",PAUL LEWIS,498,0.0,0,2:00 AM,1,Mattapan/Dorchester,B-3,Karaoke,Karaoke,498,10,,  Dunbar AV,Dorchester,MA,2124,"['42.286250000', '-71.071820000']",42.286250000,-71.071820000
108,CAL-132208,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,frank de pasquale,,Il Panino,"Il Panino, Inc.",frank de pasquale,44,0.0,44,11:00 PM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,44,7,11,  Parmenter ST,Boston,MA,2113,"['42.363904000', '-71.054768000']",42.363904000,-71.054768000
109,CAL-132208,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,frank de pasquale,,Il Panino,"Il Panino, Inc.",frank de pasquale,44,0.0,0,11:00 PM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,44,7,11,  Parmenter ST,Boston,MA,2113,"['42.363904000', '-71.054768000']",42.363904000,-71.054768000
110,CAL-132208,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,frank de pasquale,,Il Panino,"Il Panino, Inc.",frank de pasquale,44,0.0,0,11:00 PM,1,Downtown/Charlestown/North End,A-1,Jukebox,Jukebox,44,7,11,  Parmenter ST,Boston,MA,2113,"['42.363904000', '-71.054768000']",42.363904000,-71.054768000
111,CAL-132208,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,frank de pasquale,,Il Panino,"Il Panino, Inc.",frank de pasquale,44,0.0,0,11:00 PM,1,Downtown/Charlestown/North End,A-1,TV,"Television (under 27"")",44,7,11,  Parmenter ST,Boston,MA,2113,"['42.363904000', '-71.054768000']",42.363904000,-71.054768000
112,CAL-132211,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Gildardo Preciado,,Bohemio's Restaurant,Preciado Corporation,Gildardo Preciado,0,360.0,0,2:00 AM,2,East Boston,A-7,WidescrnTV,Widescreen Television,0,30,,  Bennington ST,East Boston,MA,2128,"['42.375390000', '-71.038018000']",42.375390000,-71.038018000
113,CAL-132211,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Gildardo Preciado,,Bohemio's Restaurant,Preciado Corporation,Gildardo Preciado,0,0.0,0,2:00 AM,1,East Boston,A-7,CassetteCD,Cassette/CD Player,0,30,,  Bennington ST,East Boston,MA,2128,"['42.375390000', '-71.038018000']",42.375390000,-71.038018000
114,CAL-132212,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Stella Downie,,SkyZone Boston,"Jump City Boston, LLC",Stella Downie,239,0.0,239,12:00 AM,1,Hyde Park,E-18,CassetteCD,Cassette/CD Player,239,91,,  Sprague ST,Hyde Park,MA,2136,"['42.235160000', '-71.140250000']",42.235160000,-71.140250000
115,CAL-132212,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Stella Downie,,SkyZone Boston,"Jump City Boston, LLC",Stella Downie,239,0.0,0,12:00 AM,1,Hyde Park,E-18,Radio,Radio,239,91,,  Sprague ST,Hyde Park,MA,2136,"['42.235160000', '-71.140250000']",42.235160000,-71.140250000
116,CAL-132212,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Stella Downie,,SkyZone Boston,"Jump City Boston, LLC",Stella Downie,239,0.0,0,12:00 AM,4,Hyde Park,E-18,WidescrnTV,Widescreen Television,239,91,,  Sprague ST,Hyde Park,MA,2136,"['42.235160000', '-71.140250000']",42.235160000,-71.140250000
117,CAL-132212,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Stella Downie,,SkyZone Boston,"Jump City Boston, LLC",Stella Downie,239,0.0,0,12:00 AM,1,Hyde Park,E-18,DVDVCR,DVD/VCR,239,91,,  Sprague ST,Hyde Park,MA,2136,"['42.235160000', '-71.140250000']",42.235160000,-71.140250000
118,CAL-132215,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Mary Her,,Starbucks #872,Starbucks Co.,Mary Her,40,0.0,40,12:00 AM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,40,350,,  Newbury ST,Boston,MA,2115,"['42.348110000', '-71.087150000']",42.348110000,-71.087150000
119,CAL-132215,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Mary Her,,Starbucks #872,Starbucks Co.,Mary Her,40,0.0,0,12:00 AM,1,Back Bay/South End,D-4,Radio,Radio,40,350,,  Newbury ST,Boston,MA,2115,"['42.348110000', '-71.087150000']",42.348110000,-71.087150000
120,CAL-132217,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Sullivan,,Sullivan's Restaurant,"Sullivan's Restaurant, Inc.",Sullivan,88,0.0,0,1:00 AM,5,Downtown/Charlestown/North End,A-1,InstVocal,Instrumental/Vocal,88,56,,  Union ST,Charlestown,MA,2129,"['42.373526000', '-71.066473000']",42.373526000,-71.066473000
121,CAL-132217,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Sullivan,,Sullivan's Restaurant,"Sullivan's Restaurant, Inc.",Sullivan,88,360.0,0,1:00 AM,2,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,88,56,,  Union ST,Charlestown,MA,2129,"['42.373526000', '-71.066473000']",42.373526000,-71.066473000
122,CAL-132217,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Sullivan,,Sullivan's Restaurant,"Sullivan's Restaurant, Inc.",Sullivan,88,800.0,88,1:00 AM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,88,56,,  Union ST,Charlestown,MA,2129,"['42.373526000', '-71.066473000']",42.373526000,-71.066473000
123,CAL-132217,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Sullivan,,Sullivan's Restaurant,"Sullivan's Restaurant, Inc.",Sullivan,88,0.0,0,1:00 AM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,88,56,,  Union ST,Charlestown,MA,2129,"['42.373526000', '-71.066473000']",42.373526000,-71.066473000
124,CAL-132217,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Sullivan,,Sullivan's Restaurant,"Sullivan's Restaurant, Inc.",Sullivan,88,0.0,0,1:00 AM,1,Downtown/Charlestown/North End,A-1,Jukebox,Jukebox,88,56,,  Union ST,Charlestown,MA,2129,"['42.373526000', '-71.066473000']",42.373526000,-71.066473000
125,CAL-132217,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Sullivan,,Sullivan's Restaurant,"Sullivan's Restaurant, Inc.",Sullivan,88,0.0,0,1:00 AM,3,Downtown/Charlestown/North End,A-1,TV,"Television (under 27"")",88,56,,  Union ST,Charlestown,MA,2129,"['42.373526000', '-71.066473000']",42.373526000,-71.066473000
126,CAL-132218,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Mary Her,,Starbucks #870,Starbucks Co.,Mary Her,15,0.0,15,12:00 AM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,15,165,,  Newbury ST,Boston,MA,2116,"['42.350820000', '-71.078870000']",42.350820000,-71.078870000
127,CAL-132218,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Mary Her,,Starbucks #870,Starbucks Co.,Mary Her,15,0.0,0,12:00 AM,1,Back Bay/South End,D-4,Radio,Radio,15,165,,  Newbury ST,Boston,MA,2116,"['42.350820000', '-71.078870000']",42.350820000,-71.078870000
128,CAL-132219,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,LISA BAKER,,Starbucks Coffee #10599,Starbucks Corporation,LISA BAKER,19,0.0,19,11:00 PM,1,South Boston,C-6,CassetteCD,Cassette/CD Player,19,125,, Summer St,Boston,MA,2111,"['42.353033000', '-71.057556000']",42.353033000,-71.057556000
129,CAL-132221,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,LISA BAKER,,Starbucks Coffee # 7201,Starbucks Corporation,LISA BAKER,14,0.0,14,6:00 PM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,14,211,,  Congress ST,Boston,MA,2110,"['42.354680000', '-71.054940000']",42.354680000,-71.054940000
130,CAL-132222,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Chris Shane Sykes,,Starbucks Coffee #16764,Starbuck Corporation,Chris Shane Sykes,26,0.0,26,11:00pm,1,South Boston,C-6,CassetteCD,Cassette/CD Player,26,11,11A,W Broadway ,South Boston,MA,2127,"['42.342454000', '-71.056880000']",42.342454000,-71.056880000
131,CAL-132222,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Chris Shane Sykes,,Starbucks Coffee #16764,Starbuck Corporation,Chris Shane Sykes,26,0.0,0,11:00pm,1,South Boston,C-6,Radio,Radio,26,11,11A,W Broadway ,South Boston,MA,2127,"['42.342454000', '-71.056880000']",42.342454000,-71.056880000
132,CAL-132223,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Thomas A English,,Tom English's Cottage,"Tom English's Cottage, Inc.",Thomas A English,189,0.0,189,1:00 AM,1,South Boston,C-6,CassetteCD,Cassette/CD Player,189,112,118,  Emerson ST,South Boston,MA,2127,"['42.336005000', '-71.040421000']",42.336005000,-71.040421000
133,CAL-132223,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Thomas A English,,Tom English's Cottage,"Tom English's Cottage, Inc.",Thomas A English,189,0.0,0,1:00 AM,1,South Boston,C-6,Radio,Radio,189,112,118,  Emerson ST,South Boston,MA,2127,"['42.336005000', '-71.040421000']",42.336005000,-71.040421000
134,CAL-132223,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Thomas A English,,Tom English's Cottage,"Tom English's Cottage, Inc.",Thomas A English,189,0.0,0,1:00 AM,1,South Boston,C-6,Jukebox,Jukebox,189,112,118,  Emerson ST,South Boston,MA,2127,"['42.336005000', '-71.040421000']",42.336005000,-71.040421000
