,LICENSENO,LICENSEDTTM,ISSDTTM,EXPDTTM,LICSTATUS,LICCATDESC,PRIMAPPLICANT,CONTACT,DBANAME,BUSINESSNAME,Manager,TOTALCAPACITY,FEEAMOUNT,CAPACITY,ENDTIME,NUMBEROFUNITS,Neighborhood,CAL_POLICEDISTRICTCODE,CAL_UNITTYPECODE,UnitTypeDescript,TotalEntCapacity,STNO,STNOHI,Address,CITY,STATE,ZIP,Location,Lat,Long
3645,CAL-133232,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,David Murray,,The Grand Canal,The Grand Canal Inc.,David Murray,295,0.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,DVDVCR,DVD/VCR,295,57,,  Canal ST,Boston,MA,2114,"['42.363866000', '-71.059131000']",42.363866000,-71.059131000
3646,CAL-133232,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,David Murray,,The Grand Canal,The Grand Canal Inc.,David Murray,295,0.0,0,2:00 AM,9,Downtown/Charlestown/North End,A-1,TV,"Television (under 27"")",295,57,,  Canal ST,Boston,MA,2114,"['42.363866000', '-71.059131000']",42.363866000,-71.059131000
3647,CAL-133232,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,David Murray,,The Grand Canal,The Grand Canal Inc.,David Murray,295,0.0,0,2:00 AM,13,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,295,57,,  Canal ST,Boston,MA,2114,"['42.363866000', '-71.059131000']",42.363866000,-71.059131000
3648,CAL-133232,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,David Murray,,The Grand Canal,The Grand Canal Inc.,David Murray,295,0.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,Jukebox,Jukebox,295,57,,  Canal ST,Boston,MA,2114,"['42.363866000', '-71.059131000']",42.363866000,-71.059131000
3649,CAL-133232,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,David Murray,,The Grand Canal,The Grand Canal Inc.,David Murray,295,0.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,AutoAmuse,Auto Amusement Device/Game,295,57,,  Canal ST,Boston,MA,2114,"['42.363866000', '-71.059131000']",42.363866000,-71.059131000
3650,CAL-133232,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,David Murray,,The Grand Canal,The Grand Canal Inc.,David Murray,295,0.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,295,57,,  Canal ST,Boston,MA,2114,"['42.363866000', '-71.059131000']",42.363866000,-71.059131000
3651,CAL-133232,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,David Murray,,The Grand Canal,The Grand Canal Inc.,David Murray,295,0.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,295,57,,  Canal ST,Boston,MA,2114,"['42.363866000', '-71.059131000']",42.363866000,-71.059131000
3652,CAL-133232,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,David Murray,,The Grand Canal,The Grand Canal Inc.,David Murray,295,1000.0,295,2:00 AM,6,Downtown/Charlestown/North End,A-1,InstVocal,Instrumental/Vocal,295,57,,  Canal ST,Boston,MA,2114,"['42.363866000', '-71.059131000']",42.363866000,-71.059131000
3653,CAL-133232,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,David Murray,,The Grand Canal,The Grand Canal Inc.,David Murray,295,0.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,Karaoke,Karaoke,295,57,,  Canal ST,Boston,MA,2114,"['42.363866000', '-71.059131000']",42.363866000,-71.059131000
3654,CAL-133232,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,David Murray,,The Grand Canal,The Grand Canal Inc.,David Murray,295,0.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,DJ,Disc Jockey,295,57,,  Canal ST,Boston,MA,2114,"['42.363866000', '-71.059131000']",42.363866000,-71.059131000
3655,CAL-133232,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,David Murray,,The Grand Canal,The Grand Canal Inc.,David Murray,295,180.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,295,57,,  Canal ST,Boston,MA,2114,"['42.363866000', '-71.059131000']",42.363866000,-71.059131000
3656,CAL-133232,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,David Murray,,The Grand Canal,The Grand Canal Inc.,David Murray,295,0.0,0,,1,Downtown/Charlestown/North End,A-1,DancingPat,Dancing by Patrons,295,57,,  Canal ST,Boston,MA,2114,"['42.363866000', '-71.059131000']",42.363866000,-71.059131000
3657,CAL-133234,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,PATRICK DECLAN MEHIGAN,,Lir Pub & Restaurant,George Best Inc.,PATRICK DECLAN MEHIGAN,355,0.0,355,1:00 AM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,355,903,905,  Boylston ST,Boston,MA,2115,"['42.348481000', '-71.084239000']",42.348481000,-71.084239000
3658,CAL-133234,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,PATRICK DECLAN MEHIGAN,,Lir Pub & Restaurant,George Best Inc.,PATRICK DECLAN MEHIGAN,355,0.0,0,1:00 AM,1,Back Bay/South End,D-4,Radio,Radio,355,903,905,  Boylston ST,Boston,MA,2115,"['42.348481000', '-71.084239000']",42.348481000,-71.084239000
3659,CAL-133234,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,PATRICK DECLAN MEHIGAN,,Lir Pub & Restaurant,George Best Inc.,PATRICK DECLAN MEHIGAN,355,0.0,0,1:00 AM,24,Back Bay/South End,D-4,WidescrnTV,Widescreen Television,355,903,905,  Boylston ST,Boston,MA,2115,"['42.348481000', '-71.084239000']",42.348481000,-71.084239000
3660,CAL-133234,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,PATRICK DECLAN MEHIGAN,,Lir Pub & Restaurant,George Best Inc.,PATRICK DECLAN MEHIGAN,355,0.0,0,1:00 AM,1,Back Bay/South End,D-4,DVDVCR,DVD/VCR,355,903,905,  Boylston ST,Boston,MA,2115,"['42.348481000', '-71.084239000']",42.348481000,-71.084239000
3661,CAL-133234,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,PATRICK DECLAN MEHIGAN,,Lir Pub & Restaurant,George Best Inc.,PATRICK DECLAN MEHIGAN,355,50.0,0,,1,Back Bay/South End,D-4,Trivia,Trivia,355,903,905,  Boylston ST,Boston,MA,2115,"['42.348481000', '-71.084239000']",42.348481000,-71.084239000
3662,CAL-133235,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Vincenzo  Caraglia,Caraglia Inc,Milano's Deli,Caraglia Inc.,Vincenzo  Caraglia,15,180.0,15,7:00 PM,1,East Boston,A-7,DVDVCR,DVD/VCR,15,978,,  Saratoga ST,East Boston,MA,2128,"['42.387008000', '-71.007351000']",42.387008000,-71.007351000
3663,CAL-133235,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Vincenzo  Caraglia,Caraglia Inc,Milano's Deli,Caraglia Inc.,Vincenzo  Caraglia,15,0.0,0,7:00 PM,2,East Boston,A-7,TV,"Television (under 27"")",15,978,,  Saratoga ST,East Boston,MA,2128,"['42.387008000', '-71.007351000']",42.387008000,-71.007351000
3664,CAL-133235,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Vincenzo  Caraglia,Caraglia Inc,Milano's Deli,Caraglia Inc.,Vincenzo  Caraglia,15,0.0,0,7:00 PM,1,East Boston,A-7,Radio,Radio,15,978,,  Saratoga ST,East Boston,MA,2128,"['42.387008000', '-71.007351000']",42.387008000,-71.007351000
3665,CAL-133236,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,William Cochran,,Bar Louie Tavern & Grill,"BL Restaurant Operations, LLC",William Cochran,179,0.0,179,2:00 AM,1,Back Bay/South End,D-4,Radio,Radio,179,121,,  Brookline AV,Boston,MA,2215,"['42.345750000', '-71.100490000']",42.345750000,-71.100490000
3666,CAL-133236,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,William Cochran,,Bar Louie Tavern & Grill,"BL Restaurant Operations, LLC",William Cochran,179,0.0,0,2:00 AM,11,Back Bay/South End,D-4,WidescrnTV,Widescreen Television,179,121,,  Brookline AV,Boston,MA,2215,"['42.345750000', '-71.100490000']",42.345750000,-71.100490000
3667,CAL-133238,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Edmund Crowe,,Tom English's,"Tom English's Bar, Inc.",Edmund Crowe,182,180.0,0,1:00 AM,1,Dorchester,C-11,WidescrnTV,Widescreen Television,182,957,,  Dorchester AV,Dorchester,MA,2125,"['42.318168000', '-71.056920000']",42.318168000,-71.056920000
3668,CAL-133238,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Edmund Crowe,,Tom English's,"Tom English's Bar, Inc.",Edmund Crowe,182,800.0,91,1:00 AM,5,Dorchester,C-11,InstVocal,Instrumental/Vocal,182,957,,  Dorchester AV,Dorchester,MA,2125,"['42.318168000', '-71.056920000']",42.318168000,-71.056920000
3669,CAL-133238,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Edmund Crowe,,Tom English's,"Tom English's Bar, Inc.",Edmund Crowe,182,0.0,0,1:00 AM,1,Dorchester,C-11,CassetteCD,Cassette/CD Player,182,957,,  Dorchester AV,Dorchester,MA,2125,"['42.318168000', '-71.056920000']",42.318168000,-71.056920000
3670,CAL-133238,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Edmund Crowe,,Tom English's,"Tom English's Bar, Inc.",Edmund Crowe,182,0.0,0,1:00 AM,1,Dorchester,C-11,Dartboard,Dartboard,182,957,,  Dorchester AV,Dorchester,MA,2125,"['42.318168000', '-71.056920000']",42.318168000,-71.056920000
3671,CAL-133238,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Edmund Crowe,,Tom English's,"Tom English's Bar, Inc.",Edmund Crowe,182,420.0,0,1:00 AM,3,Dorchester,C-11,AutoAmuse,Auto Amusement Device/Game,182,957,,  Dorchester AV,Dorchester,MA,2125,"['42.318168000', '-71.056920000']",42.318168000,-71.056920000
3672,CAL-133238,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Edmund Crowe,,Tom English's,"Tom English's Bar, Inc.",Edmund Crowe,182,0.0,0,1:00 AM,1,Dorchester,C-11,Jukebox,Jukebox,182,957,,  Dorchester AV,Dorchester,MA,2125,"['42.318168000', '-71.056920000']",42.318168000,-71.056920000
3673,CAL-133238,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Edmund Crowe,,Tom English's,"Tom English's Bar, Inc.",Edmund Crowe,182,0.0,0,1:00 AM,1,Dorchester,C-11,Radio,Radio,182,957,,  Dorchester AV,Dorchester,MA,2125,"['42.318168000', '-71.056920000']",42.318168000,-71.056920000
3674,CAL-133238,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Edmund Crowe,,Tom English's,"Tom English's Bar, Inc.",Edmund Crowe,182,0.0,0,1:00 AM,8,Dorchester,C-11,TV,"Television (under 27"")",182,957,,  Dorchester AV,Dorchester,MA,2125,"['42.318168000', '-71.056920000']",42.318168000,-71.056920000
3675,CAL-133238,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Edmund Crowe,,Tom English's,"Tom English's Bar, Inc.",Edmund Crowe,182,180.0,0,1:00 AM,1,Dorchester,C-11,DVDVCR,DVD/VCR,182,957,,  Dorchester AV,Dorchester,MA,2125,"['42.318168000', '-71.056920000']",42.318168000,-71.056920000
3676,CAL-133238,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Edmund Crowe,,Tom English's,"Tom English's Bar, Inc.",Edmund Crowe,182,50.0,91,1:00 AM,1,Dorchester,C-11,Trivia,Trivia,182,957,,  Dorchester AV,Dorchester,MA,2125,"['42.318168000', '-71.056920000']",42.318168000,-71.056920000
3677,CAL-133240,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,FRANCIS THOMAS,,Lincoln Bar and Grill,Lincoln Bar and Grill,FRANCIS THOMAS,76,0.0,76,01:00am,1,Allston/Brighton,D-14,Jukebox,Jukebox,76,8,,  Lincoln ST,Brighton,MA,2135,"['42.358902000', '-71.146953000']",42.358902000,-71.146953000
3678,CAL-133240,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,FRANCIS THOMAS,,Lincoln Bar and Grill,Lincoln Bar and Grill,FRANCIS THOMAS,76,0.0,0,01:00am,1,Allston/Brighton,D-14,Radio,Radio,76,8,,  Lincoln ST,Brighton,MA,2135,"['42.358902000', '-71.146953000']",42.358902000,-71.146953000
3679,CAL-133240,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,FRANCIS THOMAS,,Lincoln Bar and Grill,Lincoln Bar and Grill,FRANCIS THOMAS,76,540.0,0,01:00am,3,Allston/Brighton,D-14,WidescrnTV,Widescreen Television,76,8,,  Lincoln ST,Brighton,MA,2135,"['42.358902000', '-71.146953000']",42.358902000,-71.146953000
3680,CAL-133242,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Rogerio A Padilla,,Casa Romero Restaurant,Du Four's Inc.,Rogerio A Padilla,104,0.0,104,1:00 AM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,104,30,,  Gloucester ST,Boston,MA,2115,"['42.349444000', '-71.084498000']",42.349444000,-71.084498000
3681,CAL-133245,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,CASIMIRO BARROS,,Restaurante Cesaria,Restaurante Cesaria Inc.,CASIMIRO BARROS,99,0.0,99,1:00 AM,1,Dorchester,C-11,CassetteCD,Cassette/CD Player,99,266,, Bowdoin St,Dorchester,MA,2125,"['42.306920000', '-71.066670000']",42.306920000,-71.066670000
3682,CAL-133245,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,CASIMIRO BARROS,,Restaurante Cesaria,Restaurante Cesaria Inc.,CASIMIRO BARROS,99,0.0,0,1:00 AM,1,Dorchester,C-11,Radio,Radio,99,266,, Bowdoin St,Dorchester,MA,2125,"['42.306920000', '-71.066670000']",42.306920000,-71.066670000
3683,CAL-133245,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,CASIMIRO BARROS,,Restaurante Cesaria,Restaurante Cesaria Inc.,CASIMIRO BARROS,99,0.0,0,1:00 AM,1,Dorchester,C-11,Jukebox,Jukebox,99,266,, Bowdoin St,Dorchester,MA,2125,"['42.306920000', '-71.066670000']",42.306920000,-71.066670000
3684,CAL-133245,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,CASIMIRO BARROS,,Restaurante Cesaria,Restaurante Cesaria Inc.,CASIMIRO BARROS,99,0.0,0,1:00 AM,1,Dorchester,C-11,TV,"Television (under 27"")",99,266,, Bowdoin St,Dorchester,MA,2125,"['42.306920000', '-71.066670000']",42.306920000,-71.066670000
3685,CAL-133245,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,CASIMIRO BARROS,,Restaurante Cesaria,Restaurante Cesaria Inc.,CASIMIRO BARROS,99,180.0,0,1:00 AM,1,Dorchester,C-11,WidescrnTV,Widescreen Television,99,266,, Bowdoin St,Dorchester,MA,2125,"['42.306920000', '-71.066670000']",42.306920000,-71.066670000
3686,CAL-133245,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,CASIMIRO BARROS,,Restaurante Cesaria,Restaurante Cesaria Inc.,CASIMIRO BARROS,99,180.0,0,1:00 AM,1,Dorchester,C-11,DVDVCR,DVD/VCR,99,266,, Bowdoin St,Dorchester,MA,2125,"['42.306920000', '-71.066670000']",42.306920000,-71.066670000
3687,CAL-133245,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,CASIMIRO BARROS,,Restaurante Cesaria,Restaurante Cesaria Inc.,CASIMIRO BARROS,99,180.0,0,1:00 AM,1,Dorchester,C-11,DVDVCR,DVD/VCR,99,266,, Bowdoin St,Dorchester,MA,2125,"['42.306920000', '-71.066670000']",42.306920000,-71.066670000
3688,CAL-133245,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,CASIMIRO BARROS,,Restaurante Cesaria,Restaurante Cesaria Inc.,CASIMIRO BARROS,99,0.0,0,1:00 AM,6,Dorchester,C-11,InstVocal,Instrumental/Vocal,99,266,, Bowdoin St,Dorchester,MA,2125,"['42.306920000', '-71.066670000']",42.306920000,-71.066670000
3689,CAL-133245,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,CASIMIRO BARROS,,Restaurante Cesaria,Restaurante Cesaria Inc.,CASIMIRO BARROS,99,0.0,0,1:00 AM,1,Dorchester,C-11,FloorShow,Floor Show,99,266,, Bowdoin St,Dorchester,MA,2125,"['42.306920000', '-71.066670000']",42.306920000,-71.066670000
3690,CAL-133245,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,CASIMIRO BARROS,,Restaurante Cesaria,Restaurante Cesaria Inc.,CASIMIRO BARROS,99,0.0,0,1:00 AM,1,Dorchester,C-11,Karaoke,Karaoke,99,266,, Bowdoin St,Dorchester,MA,2125,"['42.306920000', '-71.066670000']",42.306920000,-71.066670000
3691,CAL-133248,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Mark D'Alessandro,,Sorellina,Sorellina LLC,Mark D'Alessandro,160,0.0,160,12:00 AM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,160,1,, Huntington Av,Boston,MA,2116,"['42.348762000', '-71.077999000']",42.348762000,-71.077999000
3692,CAL-133248,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Mark D'Alessandro,,Sorellina,Sorellina LLC,Mark D'Alessandro,160,0.0,0,12:00 AM,1,Back Bay/South End,D-4,TV,"Television (under 27"")",160,1,, Huntington Av,Boston,MA,2116,"['42.348762000', '-71.077999000']",42.348762000,-71.077999000
3693,CAL-133249,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Steven Meserve,,Max Brenner Chocolate by the Bald Man,"Max Brenner Boylston, LLC",Steven Meserve,167,360.0,167,2:00 AM,2,Back Bay/South End,D-4,WidescrnTV,Widescreen Television,167,745,, Boylston St,Boston,MA,2116,"['42.349421000', '-71.080611000']",42.349421000,-71.080611000
3694,CAL-133249,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Steven Meserve,,Max Brenner Chocolate by the Bald Man,"Max Brenner Boylston, LLC",Steven Meserve,167,0.0,0,2:00 AM,1,Back Bay/South End,D-4,Radio,Radio,167,745,, Boylston St,Boston,MA,2116,"['42.349421000', '-71.080611000']",42.349421000,-71.080611000
3695,CAL-133251,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Leoni Pascasio,coco's lounge,Coco's Lounge,"Tropical Ventures, LLC",Leoni Pascasio,75,1440.0,0,1:00 AM,8,Jamaica Plain,E-13,WidescrnTV,Widescreen Television,75,3162,3182,  Washington ST,Jamaica Plain,MA,2130,"['42.313340000', '-71.100490000']",42.313340000,-71.100490000
3696,CAL-133251,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Leoni Pascasio,coco's lounge,Coco's Lounge,"Tropical Ventures, LLC",Leoni Pascasio,75,800.0,75,1:00 AM,1,Jamaica Plain,E-13,CassetteCD,Cassette/CD Player,75,3162,3182,  Washington ST,Jamaica Plain,MA,2130,"['42.313340000', '-71.100490000']",42.313340000,-71.100490000
3697,CAL-133251,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Leoni Pascasio,coco's lounge,Coco's Lounge,"Tropical Ventures, LLC",Leoni Pascasio,75,0.0,0,1:00 AM,1,Jamaica Plain,E-13,Radio,Radio,75,3162,3182,  Washington ST,Jamaica Plain,MA,2130,"['42.313340000', '-71.100490000']",42.313340000,-71.100490000
3698,CAL-133251,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Leoni Pascasio,coco's lounge,Coco's Lounge,"Tropical Ventures, LLC",Leoni Pascasio,75,0.0,0,1:00AM,3,Jamaica Plain,E-13,InstVocal,Instrumental/Vocal,75,3162,3182,  Washington ST,Jamaica Plain,MA,2130,"['42.313340000', '-71.100490000']",42.313340000,-71.100490000
3699,CAL-133251,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Leoni Pascasio,coco's lounge,Coco's Lounge,"Tropical Ventures, LLC",Leoni Pascasio,75,0.0,0,1:00AM,1,Jamaica Plain,E-13,DJ,Disc Jockey,75,3162,3182,  Washington ST,Jamaica Plain,MA,2130,"['42.313340000', '-71.100490000']",42.313340000,-71.100490000
3700,CAL-133251,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Leoni Pascasio,coco's lounge,Coco's Lounge,"Tropical Ventures, LLC",Leoni Pascasio,75,0.0,0,1:00AM,1,Jamaica Plain,E-13,DancingPat,Dancing by Patrons,75,3162,3182,  Washington ST,Jamaica Plain,MA,2130,"['42.313340000', '-71.100490000']",42.313340000,-71.100490000
3701,CAL-133252,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Arlindo Correia,,Laura's Place Restaurant,Laura's Place Restaurant Inc.,Arlindo Correia,70,800.0,70,11:00 PM,1,Dorchester,C-11,CassetteCD,Cassette/CD Player,70,688,,  Columbia RD,Dorchester,MA,2125,"['42.320083000', '-71.062638000']",42.320083000,-71.062638000
3702,CAL-133252,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Arlindo Correia,,Laura's Place Restaurant,Laura's Place Restaurant Inc.,Arlindo Correia,70,0.0,0,11:00 PM,1,Dorchester,C-11,Radio,Radio,70,688,,  Columbia RD,Dorchester,MA,2125,"['42.320083000', '-71.062638000']",42.320083000,-71.062638000
3703,CAL-133252,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Arlindo Correia,,Laura's Place Restaurant,Laura's Place Restaurant Inc.,Arlindo Correia,70,0.0,0,11:00 PM,2,Dorchester,C-11,TV,"Television (under 27"")",70,688,,  Columbia RD,Dorchester,MA,2125,"['42.320083000', '-71.062638000']",42.320083000,-71.062638000
3704,CAL-133252,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Arlindo Correia,,Laura's Place Restaurant,Laura's Place Restaurant Inc.,Arlindo Correia,70,0.0,0,11:00 PM,4,Dorchester,C-11,InstVocal,Instrumental/Vocal,70,688,,  Columbia RD,Dorchester,MA,2125,"['42.320083000', '-71.062638000']",42.320083000,-71.062638000
3705,CAL-133254,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Pornsri Lawton,,Bangkok Blue Restaurant,Curry & Lime of Siam LLC,Pornsri Lawton,60,0.0,60,11:00 PM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,60,651,653,  Boylston ST,Boston,MA,2116,"['42.350060000', '-71.078500000']",42.350060000,-71.078500000
3706,CAL-133254,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Pornsri Lawton,,Bangkok Blue Restaurant,Curry & Lime of Siam LLC,Pornsri Lawton,60,0.0,0,11:00 PM,1,Back Bay/South End,D-4,Radio,Radio,60,651,653,  Boylston ST,Boston,MA,2116,"['42.350060000', '-71.078500000']",42.350060000,-71.078500000
3707,CAL-133254,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Pornsri Lawton,,Bangkok Blue Restaurant,Curry & Lime of Siam LLC,Pornsri Lawton,60,0.0,0,11:00 PM,1,Back Bay/South End,D-4,TV,"Television (under 27"")",60,651,653,  Boylston ST,Boston,MA,2116,"['42.350060000', '-71.078500000']",42.350060000,-71.078500000
3708,CAL-133255,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Bradford Herget,,Bertucci's Brick Oven Ristorante,Bertucci's Restaurant Corp.,Bradford Herget,219,0.0,219,12:00 AM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,219,533,,  Commonwealth AV,Boston,MA,2215,"['42.349230000', '-71.096610000']",42.349230000,-71.096610000
3709,CAL-133255,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Bradford Herget,,Bertucci's Brick Oven Ristorante,Bertucci's Restaurant Corp.,Bradford Herget,219,0.0,0,12:00 AM,4,Back Bay/South End,D-4,TV,"Television (under 27"")",219,533,,  Commonwealth AV,Boston,MA,2215,"['42.349230000', '-71.096610000']",42.349230000,-71.096610000
3710,CAL-133255,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Bradford Herget,,Bertucci's Brick Oven Ristorante,Bertucci's Restaurant Corp.,Bradford Herget,219,180.0,0,12:00 AM,1,Back Bay/South End,D-4,WidescrnTV,Widescreen Television,219,533,,  Commonwealth AV,Boston,MA,2215,"['42.349230000', '-71.096610000']",42.349230000,-71.096610000
3711,CAL-133257,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Jerry Dievdonne,,Las Vegas Express Restaurant,"Las Vegas Express Restaurant, LLC",Jerry Dievdonne,18,0.0,0,10:00 PM,2,Mattapan/Dorchester,B-3,WidescrnTV,Widescreen Television,18,1592,,  Blue Hill AV,Mattapan,MA,2126,"['42.269621000', '-71.093209000']",42.269621000,-71.093209000
3712,CAL-133257,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Jerry Dievdonne,,Las Vegas Express Restaurant,"Las Vegas Express Restaurant, LLC",Jerry Dievdonne,18,0.0,18,10:00 PM,1,Mattapan/Dorchester,B-3,CassetteCD,Cassette/CD Player,18,1592,,  Blue Hill AV,Mattapan,MA,2126,"['42.269621000', '-71.093209000']",42.269621000,-71.093209000
